,dataset,MAE 0,MAE 15,MAE 30,MAE 60,MAE 90,MAE 120,MAE all,MAPE 0,MAPE 15,MAPE 30,MAPE 60,MAPE 90,MAPE 120,MAPE all,Mean 0,Mean 15,Mean 30,Mean 60,Mean 90,Mean 120,Mean all,RMSE 0,RMSE 15,RMSE 30,RMSE 60,RMSE 90,RMSE 120,RMSE all,Sample 0,Sample 15,Sample 30,Sample 60,Sample 90,Sample 120,Sample all,StDev 0,StDev 15,StDev 30,StDev 60,StDev 90,StDev 120,StDev all
0,EBBR,226.48261845576295,144.75710588620032,214.62057306737066,518.9813639322919,,,197.6475896928546,0.06892243508483002,0.15589757103745663,0.11801302087989504,0.1437135569109702,,,0.25379162464894994,-5.375133167613519,-36.23977604618783,-57.40440462842389,518.9813639322919,,,7.632009122364488,338.6687090231942,207.29500568898249,306.5750548057642,676.665333756018,,,316.2507624552484,77.0,81.0,81.0,12.0,,,8154.0,340.84657348603093,205.37434538158337,303.02914222957776,453.512735470917,,,316.17804676118436
1,EDDB,257.6860129616477,175.54143247742587,218.94647340516786,225.66785671286382,292.87056640625,,226.49900094226277,0.04416786773867199,0.19108584225755126,0.12048513081653874,0.0624068884314754,0.05407676316111111,,0.13563129415863878,23.56212269176104,-110.85636459571732,-78.0075687717746,-0.2235107421873692,44.20189453125,,-18.307270828197293,370.8402618476222,372.7713576792397,334.5532437898548,327.0632076647546,416.8680056713659,,364.4343847808089,77.0,69.0,74.0,73.0,50.0,,13523.0,372.51782218003194,358.51378790227426,327.5523845734645,329.3265709730021,418.72635683758887,,363.98772205989843
2,EDDF,170.92749578302562,102.47675808993253,148.54881863064233,201.11527193509622,,,138.25581804603783,0.04407585995365556,0.1121364621169029,0.0818672304228994,0.055637348191052885,,,0.1922008125254383,69.46775124289785,-7.889071377840953,-26.258820258246406,134.325890174279,,,25.295525596165625,231.91723028527088,128.97616454992493,196.2124254934126,258.7852065873386,,,193.75456693898414,88.0,88.0,90.0,52.0,,,10831.0,222.53671594673855,129.47240395547345,195.53674688120685,223.35102047119057,,,192.10511676209808
3,EDDH,195.86792559956396,123.96113652768346,232.6999131944444,214.52314793786329,140.74434407552084,,175.69534618412132,0.039458384121986684,0.1346509264944657,0.12832393600598385,0.05935761640541987,0.02600416093036249,,0.171531480721837,-117.27656022892447,-87.05472199813184,-189.2772026909721,-166.93822106649694,31.543497721354168,,-124.84506877090807,240.47994259619847,174.40431799212496,347.1384768883235,266.7870767546261,186.69882000693246,,239.52695468746572,43.0,46.0,45.0,43.0,12.0,,7374.0,212.42942145084567,152.79352150008094,294.2852211291779,210.56612527889257,192.19722013924957,,204.43223419701994
4,EDDL,252.0167981432629,128.3402868652344,241.52057366622122,205.29266933225233,,,195.21978852851817,0.06628212255569499,0.1403812833221004,0.13307601201885771,0.056799874494899816,,,0.15279947216729722,-61.45974533279211,-53.74381469726568,-66.316925048828,61.351806640625156,,,-13.554678942793114,352.43147799990567,296.7137301419205,370.0916065303301,317.533828704273,,,338.6926694910669,77.0,75.0,76.0,53.0,,,9616.0,349.3068280997387,293.77087051192836,366.5207509068016,314.5318705343911,,,338.43892586061565
5,EDDM,212.6318078753592,82.61308288574217,137.12885714125358,220.9365164620536,,,149.66237595233224,0.04961273025425632,0.09003301933204015,0.07563007861447604,0.06113854205133415,,,0.14784358633324818,147.4360014816811,27.441712812943845,54.34926280756118,163.22649274553586,,,88.04382948651393,279.9385972003918,100.36057145493938,179.70047499831352,273.1056325878815,,,209.2234965298783,87.0,88.0,87.0,70.0,,,11682.0,239.3464259588258,97.0892059093579,172.27757470511546,220.5416883002793,,,189.80474036635792
6,EDDP,226.2342495852953,103.17849817410324,131.42150964871254,171.8964929715009,424.87965303308823,,168.44345751148214,0.042787122740885364,0.11302947969080884,0.07247016854014704,0.04753301325865111,0.07851110274668047,,0.121787781009184,108.98828626658815,-3.929494508555289,-4.615307445257364,83.84812561894822,413.5718635110294,,79.1734236642998,411.4239237220161,141.18779181022933,239.9238912386002,357.58194836583334,752.6395344311261,,376.01726160103755,73.0,71.0,71.0,71.0,17.0,,11637.0,399.4711345455334,142.13761770451643,241.58684475839786,350.0864843259227,648.1810078265265,,367.60326752134097
7,EGCC,355.5152154737902,189.98981355365956,249.0272538034539,292.5998535156249,,,232.2803676029953,0.09667956782043217,0.20833768583494652,0.13732855873617023,0.08091316121029266,,,0.21625629459716644,-330.69427293346763,-146.7682623612254,-218.27540347450648,-236.45639183407724,,,-193.7487326301268,411.94371692670444,261.9158841151694,315.42774649638625,342.8163940051589,,,309.61854209825816,31.0,19.0,19.0,21.0,,,2547.0,249.70026276159012,222.87529432779837,233.94677913989668,254.34627478594047,,,241.55326271186132
8,EGKK,376.4150277071221,231.51445661272322,394.7577776227678,,,,278.101654468832,0.13806320399157004,0.25258744623173973,0.21725863579910024,,,,0.2507799897189244,-346.67763217659876,-200.9569004603795,-320.552525111607,,,,-223.89696641206191,429.57197341576716,289.1183553513959,433.79897985564,,,,346.38569999724285,43.0,28.0,28.0,,,,2626.0,256.6685878153813,211.6741846116065,297.6434444042479,,,,264.3479001950277
9,EGLL,414.4961274245689,198.39827688116776,421.1025390624999,,,,282.00527752168045,0.1550813432921874,0.21687674550800964,0.2313768099941557,,,,0.29666615604801894,-389.24587486530163,-170.63514468544412,-398.8653686523436,,,,-247.72535823796906,524.8192443119132,257.2157216234723,588.9938876685998,,,,429.71926244032466,29.0,19.0,20.0,,,,1766.0,358.25787574404166,197.7411217448996,444.6408573228997,,,,351.22734024806334
