,dataset,MAE 0,MAE 15,MAE 30,MAE 60,MAE 90,MAE 120,MAE all,MAPE 0,MAPE 15,MAPE 30,MAPE 60,MAPE 90,MAPE 120,MAPE all,Mean 0,Mean 15,Mean 30,Mean 60,Mean 90,Mean 120,Mean all,RMSE 0,RMSE 15,RMSE 30,RMSE 60,RMSE 90,RMSE 120,RMSE all,Sample 0,Sample 15,Sample 30,Sample 60,Sample 90,Sample 120,Sample all,StDev 0,StDev 15,StDev 30,StDev 60,StDev 90,StDev 120,StDev all
0,EBBR,220.0342970018263,131.142003942419,181.92992335190007,619.8223063151044,,,187.34124666190533,0.06494865236834986,0.1414472214198602,0.09989847562217849,0.17152941716309664,,,0.25067722574338613,126.52482941862837,36.646522051022345,65.05883261598197,619.8223063151044,,,104.67420733571313,348.0744556927539,190.77994316213247,288.37995153442347,735.554489255875,,,321.893932988987,77.0,81.0,81.0,12.0,,,8154.0,326.3905808627934,188.39372169393494,282.6959038524658,413.66747549476725,,,304.4180997157329
1,EDDB,257.3281376826297,148.91844287817028,176.8179271801098,206.3476830051371,292.69220703125,,205.32223655693915,0.04356806895788272,0.1620550569546462,0.0973043872634991,0.05707835973706312,0.054051621710899715,,0.11197335059216379,134.19592126623346,-68.65560249660331,-2.7755324904982093,105.27095596104465,150.80076171875,,61.31570800652055,361.37294496448027,344.7718456798691,287.744139610037,308.4877836284393,406.2856673319128,,338.2232541164022,77.0,69.0,74.0,73.0,50.0,,13523.0,337.7324389688652,340.342136108347,289.6948083795168,291.97697561835827,381.09291510502715,,332.63123042596703
2,EDDF,215.5133361816407,101.1722578568892,145.64307725694448,273.6248638446515,,,158.66817272563532,0.05467341607178839,0.11082121480041876,0.08025626364103526,0.07571190842173774,,,0.21893015872730914,156.99985296076005,39.825363159179645,44.78815646701401,230.1823777418872,,,95.6363601960279,284.92904572549264,127.07047277677904,192.62594640914082,333.05420429857384,,,222.02290540987306,88.0,88.0,90.0,52.0,,,10831.0,239.13477755157726,121.35984319862335,188.39624344185714,243.05817712599784,,,200.37855232480703
3,EDDH,183.9761537063953,94.1431194802989,167.34987250434025,144.44098042332845,211.85205078125,,132.1185153754772,0.03568447952450668,0.10230443757517756,0.09236570013543138,0.039972638652452305,0.039151350060182576,,0.15090278515038436,31.829260537790656,-34.8835714588995,-93.27155761718737,-31.686529115188794,161.86083984375,,-25.596442714046532,241.68295373723777,128.42146056118622,272.47203047715414,199.27049650904587,280.9513198987326,,192.15176429754686,43.0,46.0,45.0,43.0,12.0,,7374.0,242.4131939347543,124.95862131541762,258.90346028711826,199.06339442610093,239.8515738260171,,190.45220280411516
4,EDDL,237.54874251724837,110.74691853841146,204.72369465075042,228.76447339327837,,,183.54010136101624,0.05882862588273547,0.1212365735156725,0.11279197727826755,0.06329451517328644,,,0.14566275645869858,91.05908520190756,-18.109051513671922,10.793184782329481,183.94335016214637,,,60.05467186102994,363.4865886587693,274.5029698992449,346.71676570015745,353.94804968906186,,,336.5445914598623,77.0,75.0,76.0,53.0,,,9616.0,354.2034655679732,275.7494873989641,348.8514054487433,305.29101777964,,,331.1602377662091
5,EDDM,245.258648751796,91.80913127552377,149.55808021282328,268.36407993861616,,,172.15816208414395,0.056904334167081246,0.10005874861063976,0.08247303059126698,0.07425487993830225,,,0.15038855884998564,201.9167171785202,56.14490509033198,87.80043889188231,219.47909807477694,,,125.25436067862637,312.6238684436064,115.08085881598207,201.30028414007208,323.23067578809304,,,240.22452773830366,87.0,88.0,87.0,70.0,,,11682.0,240.05350790806136,101.03141229076004,182.19339320272613,239.00426500074454,,,204.99455134631856
6,EDDP,241.0577844071061,100.86808841329226,132.40785754566463,189.49892887599037,485.3933967141544,,177.06282099364876,0.045502929286416444,0.11054614128785857,0.0730331133068676,0.052398161163414975,0.0896830419473276,,0.1565965762075726,132.26084251926366,6.8072234677596315,4.624217718420013,124.98064239931793,471.161376953125,,102.56449009235955,415.2897851937146,141.1623670596958,239.19408419310136,365.5271832819804,783.2364505986108,,380.5670917546669,73.0,71.0,71.0,71.0,17.0,,11637.0,396.39005220781337,142.00169849897148,240.85153349748492,345.94151472651674,644.9286300163893,,366.50154090109584
7,EGCC,232.79544165826607,162.9234137284128,207.86560058593756,257.27779715401783,,,204.87582175447093,0.05945210767237424,0.17869354731489775,0.11481886254060292,0.07102444866135776,,,0.18554312253838812,96.26074218750013,-5.503151341488553,61.18523206208892,168.29967680431562,,,68.21223291945455,291.23753826802766,207.5651384002486,236.72754961933884,320.42589371729326,,,259.1929349915426,31.0,19.0,19.0,21.0,,,2547.0,279.41297807533965,213.17794315809837,234.9503141800425,279.4018087981778,,,250.1052341823859
8,EGKK,217.02066962663525,135.64800153459822,225.730220249721,,,,186.03029982251968,0.07458411038455251,0.14800676878767272,0.12419493175860681,,,,0.20189250562506303,71.46418797692597,3.467237200055767,30.663683210100594,,,,43.600784992045924,270.8560403843039,166.1976931334023,276.4888589949114,,,,243.56597222970737,43.0,28.0,28.0,,,,2626.0,264.3501543014707,169.21061182178406,279.82555247261814,,,,239.67734548732778
9,EGLL,234.36357169315738,151.4947863127056,266.09188232421883,,,,199.07631877246962,0.08283138773180042,0.1656320831519086,0.14599112898029165,,,,0.2462585370303588,-26.93192264951497,38.93062872635687,-58.959765624999854,,,,3.5337092304351683,369.89693344206853,174.21439444490522,467.3838409677963,,,,338.4566223404859,29.0,19.0,20.0,,,,1766.0,375.44516312805985,174.46205671478256,475.694949615552,,,,338.534035977029
