,dataset,MAE 0,MAE 15,MAE 30,MAE 60,MAE 90,MAE 120,MAE all,MAPE 0,MAPE 15,MAPE 30,MAPE 60,MAPE 90,MAPE 120,MAPE all,Mean 0,Mean 15,Mean 30,Mean 60,Mean 90,Mean 120,Mean all,RMSE 0,RMSE 15,RMSE 30,RMSE 60,RMSE 90,RMSE 120,RMSE all,Sample 0,Sample 15,Sample 30,Sample 60,Sample 90,Sample 120,Sample all,StDev 0,StDev 15,StDev 30,StDev 60,StDev 90,StDev 120,StDev all
0,EBBR,233.6835133999208,107.58085269019718,161.65827538501256,211.03975374152867,376.5979669744318,,185.18664817575365,0.04418712438267882,0.11540401505204592,0.08886585446949379,0.0584022211444699,0.06958397782137764,,0.12774008170274573,121.39048284216766,1.385641915457554,39.93662656586756,97.88725115304985,330.67879971590907,,85.7293622710511,359.69613564659636,163.00229463028188,262.98597274857127,339.0100220152495,559.3650792366111,,323.00183791253653,79.0,84.0,87.0,83.0,22.0,,13906.0,340.75721098302944,163.97537121497686,261.4428176114192,326.54339214783136,461.77185215687314,,311.4283838329842
1,EDDB,323.4459755979938,158.09977132161458,177.42788580399525,193.62558465254938,249.93941556490384,303.5932128906248,215.64556136795872,0.04229765207805753,0.1712169599174829,0.09763555406648824,0.05357790185221021,0.04612227041685569,0.042080058259472204,0.0877562389048998,22.367259837962514,-68.0034985351563,3.5160792869858573,84.50021844161198,27.498096955128204,89.0065104166661,44.781991105054686,443.29664755615164,356.06443262100885,285.95248566579767,292.30675745696465,357.7531754705346,415.950340607862,343.4240145688326,81.0,75.0,79.0,76.0,78.0,60.0,19175.0,445.49048105951414,351.8638658620093,287.75792083702197,281.6859828227802,359.0035408319686,409.7446831603975,340.5006218863146
2,EDDF,210.06105143229172,80.9760220988413,136.5408175998264,166.9932065217391,206.6379852294922,,142.89571173237687,0.03672709706225285,0.08870253925082554,0.0752299756403879,0.04616287999576087,0.0381639893472049,,0.1135874234357927,-15.993202039930758,-14.500469079178414,-20.26636013454849,-36.08245584239116,-4.8619842529296875,,-12.171095915533945,262.65652349295556,103.47318305707167,177.70979204674177,267.56241663700337,291.62487535038673,,215.00065609109794,90.0,89.0,90.0,92.0,64.0,,16833.0,263.6379031497897,103.03258557543924,177.53948873158208,266.5709952707155,293.88939335203696,,214.6622556875738
3,EDDH,194.35953083444156,73.38613637288411,155.37413818359374,136.16562499999995,157.7486017400568,215.9970160590277,134.53784868589807,0.027171489210834086,0.07915269707112192,0.08562236157607987,0.037682454645851994,0.029141383700185607,0.02993385503782814,0.0951785709907367,28.320780003323947,-12.9369506835938,-66.21876220703112,-69.96700303819429,-48.264892578125,153.64854600694375,-33.941072496158576,242.77410765225073,98.95305758348145,259.18434746370446,184.27648629742916,193.74826917532442,275.5721992107462,186.91444935382137,47.0,48.0,50.0,45.0,44.0,18.0,10715.0,243.72331229679853,99.14189914248988,253.1265745770224,172.4034568414698,189.8096504227857,235.3944003507589,183.8155823841017
4,EDDL,237.8175080128204,108.7896459479081,214.02014715021306,211.16702974759616,238.48753620016163,,196.61914617123722,0.03980955880007348,0.11881041776784318,0.11797337754258343,0.05843732414983688,0.04402884545422042,,0.09959256306019146,84.62784204727534,-4.7426400435598755,51.98604672914988,54.14297250600975,142.54897545123922,,68.51012167932318,354.35953602731,264.5466760132297,356.0753714431162,326.58996600219683,363.098647350063,,333.2741893153728,78.0,76.0,77.0,78.0,58.0,,14709.0,346.33305627066676,266.26168300589836,354.5699456685213,324.1553352361625,336.86334893315757,,326.1675660716387
5,EDDM,178.08905239762927,74.06626223446278,120.53741871226916,143.2544638893821,187.94397127175634,,129.68259969032724,0.02936578481455548,0.0806979982134994,0.06648949958154683,0.03964850804551969,0.034707211633158784,,0.071936142450844,13.127587329381829,13.672283729810346,37.91785361550083,29.972464821555548,15.140581734572784,,29.59451519855877,215.2693621370578,92.68584185043832,166.99815235541283,193.46386255546645,238.16340068807133,,179.38581668356892,87.0,89.0,88.0,88.0,79.0,,17413.0,216.1143412679655,92.19127352246736,163.56848527095917,192.22331173981405,239.2004011432083,,176.93285083772784
6,EDDP,256.8725016276041,83.39015240139435,124.42680782741965,147.2977947078339,200.0377420774648,348.27795410156216,164.76904742098907,0.03650340497818188,0.091421964138235,0.06863746393654885,0.040730280454585335,0.03695560147980473,0.048275227283577894,0.0694287743920765,-10.799897460937974,-4.040615081787162,-0.6719470553926752,33.216138029751875,32.34676221390845,275.28005371093684,38.78321496734548,435.0139190609945,119.15049065996821,232.81614186533113,309.8041394636101,383.56803845763494,681.1517929357386,362.3192672273468,75.0,72.0,72.0,73.0,71.0,20.0,16452.0,437.8083531016508,119.91763167871007,234.44898291301698,310.1499724423627,384.9220148129551,639.2336341263614,360.2485280787719
7,EGCC,252.90556897615122,93.87637196416438,176.37436058407744,200.8367513020833,189.728271484375,,170.67584792559472,0.044139033410210915,0.10289861695681748,0.09738212828222775,0.05544960600119727,0.03501486976494377,,0.103599924106333,-45.36815121299371,-19.95555313773784,60.13921828497035,-2.440296519886212,48.18966471354167,,17.90183132906259,298.1722040864204,119.97591629462566,212.8443136840602,248.05109127583995,242.9791584306044,,222.43716255007513,38.0,23.0,21.0,33.0,30.0,,5231.0,298.65640465439037,120.9635401423888,209.21346779377487,251.88488389968157,242.2238085477003,,221.73681453096708
8,EGKK,214.41372014188215,109.60606474034925,206.11757405598956,189.1757068168826,520.5547417534722,,176.48131232459752,0.04314159512183567,0.11969350096814416,0.11333840396595164,0.05213463248876064,0.0960261015480775,,0.12283298563802862,15.743046201508568,-36.111873851102985,5.623921712239727,-16.059686428162994,520.5547417534722,,6.895681166030605,291.793884110355,141.75631474140985,265.0398787025163,253.30602905618724,591.6455007695871,,251.74526780857653,87.0,34.0,30.0,82.0,9.0,,8512.0,293.05799440224877,139.14094678951648,269.51010883840473,254.3521066781228,298.24579518616906,,251.6655919752376
9,EGLL,197.72930145263672,99.46449534098308,249.22249755859374,176.81342486213236,303.22564697265625,,172.41185487407841,0.04294122329644172,0.10858704203551095,0.13686681503040551,0.0486822829145922,0.05598559432654451,,0.10794958317031805,5.036441456187854,21.43120574951168,-11.561914062499852,-32.77950367647043,233.50701904296875,,4.601595482325023,247.52112219369258,119.16435161380498,394.48895649321986,217.38243753830218,366.0043275735986,,242.77285419762052,88.0,24.0,20.0,85.0,8.0,,7091.0,248.8880544339907,119.7425329932764,404.5632589118671,216.17214823655897,301.29935728018063,,242.74635732716902
10,EHAM,230.6603218166306,98.94769029732213,141.7430419921875,190.47395101825842,249.5555345184949,,163.75591563015,0.041107149374416535,0.10833023019521189,0.07798703704498226,0.05270203225917393,0.04611453354154199,,0.09003543373562856,31.28326766792362,-27.764834116740445,-5.911083703753467,5.022768170646206,123.32668008609694,,17.19333629773145,314.78023255839787,168.97209097116522,203.15915138626764,259.52904127290833,346.02607923061146,,245.51223551904255,87.0,83.0,87.0,89.0,49.0,,15736.0,315.03768363921677,167.68861115944762,204.25038469363736,260.95058877223204,326.6529853697286,,244.91724909030447
11,EIDW,217.8992155305631,104.65163907137784,176.44306828425482,174.76950228416308,184.62225599691902,,160.76804524386688,0.03837269114762515,0.11480042696211164,0.09710495646725709,0.04778272561740087,0.03410328689251345,,0.08993037580649946,20.16045136504084,40.6498912464488,28.594548152043444,-63.49177784030707,38.33930045114437,,5.022016091702061,281.5412350803437,124.2618377174379,241.6690514675434,229.83520310328234,236.3592104677421,,229.4886661762016,91.0,22.0,13.0,59.0,71.0,,8450.0,282.37428108944755,120.18814504578282,249.77017257398083,222.78750774425686,234.88903104546566,,229.44728710616008
12,EKCH,233.09217797256107,81.637939453125,114.0828589462652,106.47958608774034,151.01425543064025,217.11365388569098,142.20068561798706,0.028115690533601023,0.08913297156140956,0.06263331575453007,0.02944369509198574,0.027843295854965536,0.030084394631512135,0.05325377411304661,-32.9226133765247,-28.445322963169673,-62.593178353658395,-44.51469225761202,-86.87991854039635,-55.37598941200711,-44.28099048014154,289.8030017151335,110.43985952350133,141.33115503734524,133.27361858013035,241.0877833721466,263.7777791694985,218.8674163812652,41.0,35.0,41.0,39.0,41.0,38.0,10459.0,291.50373645092543,108.27170561603866,128.2887529870474,127.26181919295708,227.68306705122342,261.3615198444014,214.3514237168781
13,EPWA,455.42825753348217,88.87998679832174,112.19513811383929,166.08995710100447,210.62106007543105,295.8809465680805,204.382242093649,0.0477426907842176,0.09689053190463574,0.06190131909040465,0.045974058039330114,0.038920028348863336,0.04102045370472714,0.09000598009866012,-96.41312081473254,-20.371830692997737,23.620204380580454,-52.877153669084656,-29.70686287715517,-116.62473842075954,-38.17799534141605,617.7582674432896,129.90883617803632,158.22443889767578,227.6631786499483,260.7446964759487,365.9149228517564,294.0519066832592,28.0,27.0,28.0,28.0,29.0,28.0,8725.0,621.3853709616913,130.74563446843416,159.32236738950587,225.5008275356352,263.6321620385686,353.1963692773571,291.5796782363019
14,LBSF,422.73985460069423,103.98214867001488,158.4120947265625,158.77072625411188,190.08394191576087,337.7988493546194,217.38225660314987,0.04501362446158624,0.11238902012939206,0.08734165225656206,0.043910936155808857,0.0350704399305834,0.046851797365826474,0.05989066610824627,-31.236165364583535,-29.31621442522323,30.99354003906259,-22.90281918174335,-31.089164402173914,27.99208135190174,3.0689515760193005,528.1861740454466,174.20950784581999,258.5429453086552,216.58387310300952,218.40184275806507,421.69415619806495,308.3489126706028,18.0,21.0,25.0,19.0,23.0,23.0,6418.0,542.5478485632015,175.9658711382409,261.9714023926747,221.27115897251863,221.03630531374696,430.22062571129976,308.357663693508
15,LEBB,64.33133683885846,,,,,,54.08482223852917,0.3462933850719018,,,,,,0.41139983512330336,34.14716823733581,,,,,,32.64458092360584,115.54109374097725,,,,,,99.61755677159462,49.0,,,,,,675.0,111.52373130932216,,,,,,94.18668361455842
16,LEBL,100.98588167683464,78.40979227701823,,,,,60.031191583149315,0.08041725366063332,0.08490182432348532,,,,,0.16471533731239257,15.334725712122557,-2.4823350016276495,,,,,16.174974689615386,140.6472227923614,129.15779174824593,,,,,108.9706840575021,89.0,75.0,,,,,2936.0,140.60087710357365,130.00353366646044,,,,,107.78189504795168
